Colleges_and_Universities
NAME,CITY,STATE,ZIP,COUNTY,ALIAS
Island Drafting and Technical Institute,Amityville,NY,11701,Suffolk,NOT AVAILABLE
Jefferson Community College,Watertown,NY,13601,Jefferson,NOT AVAILABLE
The Juilliard School,New York,NY,10023,New York,Juilliard
Kehilath Yakov Rabbinical Seminary,Ossining,NY,10562,Westchester,NOT AVAILABLE
Le Moyne College,Syracuse,NY,13214,Onondaga,NOT AVAILABLE
Long Island University-Brooklyn Campus,Brooklyn,NY,11201,Kings,NOT AVAILABLE
Long Island University-University Center Campus,Brookville,NY,11548,Nassau,NOT AVAILABLE
Long Island College Hospital of Brooklyn School of Nursing,NOT AVAILABLE,NY,NOT AVAILABLE,Kings,NOT AVAILABLE
Long Island Beauty School-Hempstead,Hempstead,NY,11550,Nassau,NOT AVAILABLE
Long Island Business Institute,Flushing,NY,11354,Queens,LIBI
School of Radiologic Sciences,Brooklyn,NY,11203,Kings,SUNY Downstate Medical Center at Long Island College Hospital
Long Island University-Brentwood Campus,Brentwood,NY,11717,Suffolk,NOT AVAILABLE
Mandl School-The College of Allied Health,New York,NY,10019,New York,NOT AVAILABLE
Manhattan College,Riverdale,NY,10471,Bronx,NOT AVAILABLE
Maria College of Albany,Albany,NY,12208,Albany,NOT AVAILABLE
Marion S Whelan School of Nursing of Geneva General Hospital,Geneva,NY,14456,Ontario,MSWSPN |Geneva School of Practical Nursing
MarJon School of Beauty Culture Ltd,Tonawanda,NY,14150,Erie,NOT AVAILABLE
Medaille College,Buffalo,NY,14214,Erie,NOT AVAILABLE
Memorial Hospital School of Nursing,Albany,NY,12204,Albany,Albany Memorial Hospital School of Nursing/Memorial School of Nursing
Memorial Hospital School of Radiation Therapy Technology,New York,NY,10065,New York,MSKCC School of Radiation Therapy
Mercy College,Dobbs Ferry,NY,10522,Westchester,Mercy
Southern Westchester BOCES-Practical Nursing Program,Elmsford,NY,10523,Westchester,NOT AVAILABLE
Midway Paris Beauty School,Ridgewood,NY,11385,Queens,NOT AVAILABLE
Mildred Elley School-Albany Campus,Albany,NY,12206,Albany,NOT AVAILABLE
Mirrer Yeshiva Cent Institute,Brooklyn,NY,11223,Kings,NOT AVAILABLE
Mohawk Valley Community College,Utica,NY,13501,Oneida,MVCC
Molloy College,Rockville Centre,NY,11571,Nassau,NOT AVAILABLE
Monroe College-Main Campus,Bronx,NY,10468,Bronx,NOT AVAILABLE
Monroe College-New Rochelle,NOT AVAILABLE,NY,NOT AVAILABLE,Westchester,NOT AVAILABLE
Nazareth College,Rochester,NY,14618,Monroe,NOT AVAILABLE
Neighborhood Playhouse School of the Theater,New York,NY,10022,New York,Neighborhood Playhouse School
The College of New Rochelle,New Rochelle,NY,10805,Westchester,CNR
New School of Radio and Television,Albany,NY,12206,Albany,NOT AVAILABLE
Star Career Academy-New York,New York,NY,10011,New York,NOT AVAILABLE
New York Institute of English and Business,New York,NY,10001,New York,NOT AVAILABLE
New York Law School,New York,NY,10013,New York,NOT AVAILABLE
New York Medical College,Valhalla,NY,10595,Westchester,NOT AVAILABLE
University of Phoenix-Colorado Campus,Lone Tree,CO,80124,Douglas,NOT AVAILABLE
University of Phoenix-Albuquerque Campus,Albuquerque,NM,87113,Bernalillo,NOT AVAILABLE
University of Phoenix-Bay Area Campus,San Jose,CA,95134,Alameda,NOT AVAILABLE
University of Phoenix-Southern California Campus,Costa Mesa,CA,92626,Orange,NOT AVAILABLE
Galen School of Nursing-Tampa Bay,Saint Petersburg,FL,33716,Pinellas,NOT AVAILABLE
Galen College of Nursing-San Antonio,San Antonio,TX,78229,Bexar,NOT AVAILABLE
Southeastern Beauty School-Columbus North Lumpkin,Columbus,GA,31907,Muscogee,NOT AVAILABLE
Southeastern Beauty School-Columbus Midtown,Columbus,GA,31906,Muscogee,NOT AVAILABLE
Sarasota School of Massage Therapy,Sarasota,FL,34243,Manatee,NOT AVAILABLE
Wright Career College,Overland Park,KS,66210,Johnson,NOT AVAILABLE
Daymar College-Louisville,Louisville,KY,40219,Jefferson,NOT AVAILABLE
Sanford-Brown College-Hazelwood,Hazelwood,MO,63042,St. Louis,NOT AVAILABLE
Schuyler-Steuben-Chemung-Tioga-Allegany BOCES,Elmira,NY,14903,Steuben,Greater Southern Tier BOCES
DCI Career Institute,Monaca,PA,15061,Beaver,NOT AVAILABLE
Central Susquehanna Intermediate Unit LPN Career,Lewisburg,PA,17837,Northumberland,NOT AVAILABLE
Graham Webb International Academy of Hair,Arlington,VA,22209,Arlington,NOT AVAILABLE
Empire Beauty School-Malden,Malden,MA,2148,Middlesex,NOT AVAILABLE
Minnesota School of Business-Brooklyn Center,Brooklyn Center,MN,55430,Hennepin,NOT AVAILABLE
Capri Institute of Hair Design-Paramus,Paramus,NJ,7652,Bergen,NOT AVAILABLE
Orlo School of Hair Design and Cosmetology,Albany,NY,12206,Albany,NOT AVAILABLE
Eastland-Fairfield Career and Technical Schools,Groveport,OH,43125,Franklin,Eastland Fairfield
Mahoning County Career and Technical Center,Canfield,OH,44406,Mahoning,NOT AVAILABLE
Pioneer Career and Technology Center,Shelby,OH,44875,Richland,NOT AVAILABLE
Raphael's School of Beauty Culture Inc-Boardman,Boardman,OH,44512,Mahoning,NOT AVAILABLE
Scioto County Career Technical Center,Lucasville,OH,45648,Scioto,Scioto Tech
Trumbull Career & Technical Center,Warren,OH,44483,Trumbull,TCTC Adult Training Center
Northwest Technology Center-Fairview,Fairview,OK,73737,Major,NOT AVAILABLE
Gene Juarez Academy of Beauty-Branch Campus,Federal Way,WA,98003,King,Gene Juarez Academy
Empire Beauty School-Appleton,Appleton,WI,54914,Outagamie,NOT AVAILABLE
Empire Beauty School-Green Bay,Green Bay,WI,54304,Brown,NOT AVAILABLE
Warren County Career Center,Lebanon,OH,45036,Warren,NOT AVAILABLE
Brown Mackie College-Fort Wayne,Fort Wayne,IN,46805,Allen,NOT AVAILABLE
Paul Mitchell the School-Wichita,Wichita,KS,67226,Sedgwick,NOT AVAILABLE
Pinnacle Institute of Cosmetology,Mooresville,NC,28115,Iredell,NOT AVAILABLE
Career Training Academy-Monroeville,Monroeville,PA,15146,Allegheny,NOT AVAILABLE
Southern Careers Institute-Pharr,Pharr,TX,78577,Hidalgo,NOT AVAILABLE
Texas State Technical College-Marshall,Marshall,TX,75672,Harrison,NOT AVAILABLE
Aurora St. Luke's Medical Center-School of Radiologic Technology,Milwaukee,WI,53207,Milwaukee,NOT AVAILABLE
Florida National University-Main Campus,Hialeah,FL,33012,Miami-Dade,NOT AVAILABLE
Georgia Institute of Cosmetology,Athens,GA,30606,Clarke,NOT AVAILABLE
Nouvelle Institute,Miami,FL,33125,Miami-Dade,NOT AVAILABLE
ITT Technical Institute-Fort Lauderdale,Fort Lauderdale,FL,33328,Broward,NOT AVAILABLE
Franklin Technology-MSSU,Joplin,MO,64801,Jasper,Franklin Technology Center / FTC / Franklin Technology Center at Missouri Southern State University / Franklin Technology Center @ MSSU / Franklin Tech / FTC@MSSU /
Professional Technical Institution Inc,Bayamon,PR,959,BayamÃ³n,PTI
Raphael's School of Beauty Culture Inc-Brunswick,Brunswick,OH,44212,Medina,NOT AVAILABLE
Sanford-Brown College-Atlanta,Atlanta,GA,30328,Fulton,SBC-Atlanta
Sanford-Brown College-Middleburg Heights,Middleburg Heights,OH,44130,Cuyahoga,NOT AVAILABLE
Caribbean University-Ponce,Ponce,PR,716,Ponce,NOT AVAILABLE
Arizona Board of Regents,Phoenix,AZ,85004,Maricopa,NOT AVAILABLE
Argosy University-Schaumburg,Schaumburg,IL,60173,Cook,NOT AVAILABLE
Caribbean University-Vega Baja,Vega Baja,PR,964,Vega Baja,NOT AVAILABLE
Manhattan School of Computer Technology,"Brooklyn,",NY,11230,Kings,NOT AVAILABLE
University of Advancing Technology,Tempe,AZ,85283,Maricopa,NOT AVAILABLE
University of Phoenix-Louisiana Campus,Metairie,LA,70001,Jefferson,NOT AVAILABLE
University of Phoenix-Metro Detroit Campus,Troy,MI,48098,Oakland,NOT AVAILABLE
Brown Mackie College-Hopkinsville,Hopkinsville,KY,42240,Christian,NOT AVAILABLE
Paradise Valley Community College,Phoenix,AZ,85032,Maricopa,NOT AVAILABLE
Indian Capital Technology Center-Sallisaw,Sallisaw,OK,74955,Sequoyah,NOT AVAILABLE
Indian Capital Technology Center-Stilwell,Stilwell,OK,74960,Adair,NOT AVAILABLE
Globelle Technical Institute,Vega Baja,PR,693,Vega Baja,NOT AVAILABLE
Hairitage Hair Academy,Saint George,UT,84770,Washington,NOT AVAILABLE
Madison Media Institute,Madison,WI,53718,Dane,NOT AVAILABLE
Houghton Lake Institute of Cosmetology LLC,Houghton Lake,MI,48629,Roscommon,NOT AVAILABLE
Arizona College of Allied Health,Glendale,AZ,85302,Maricopa,NOT AVAILABLE
Sanford-Brown Institute-Landover,Landover,MD,20785,Prince George's,NOT AVAILABLE
Vanguard-Sentinel Adult Career and Technology Center,Fremont,OH,43420,Sandusky,Vanguard Adult Career Center
Sanford-Brown Institute-White Plains,White Plains,NY,10604,Westchester,NOT AVAILABLE
House of Heavilin Beauty College-Raymore,Raymore,MO,64083,Jackson,NOT AVAILABLE
Eastern International College-Jersey City,Jersey City,NJ,7306,Hudson,NOT AVAILABLE
Sanford-Brown Institute-Garden City,Garden City,NY,11530,Nassau,NOT AVAILABLE
Great Plains Technology Center,Lawton,OK,73505,Comanche,NOT AVAILABLE
Roane-Jackson Technical Center,Leroy,WV,25252,Jackson,NOT AVAILABLE
Academia Serrant Inc,Ponce,PR,717,Ponce,Academia Serrant
San Joaquin Valley College-Fresno Aviation,Fresno,CA,93727,Fresno,NOT AVAILABLE
Lawrence County Career and Technical Center-Practical Nursing Program,New Castle,PA,16101,Lawrence,NOT AVAILABLE
American College of Healthcare,Riverside,CA,92505,Riverside,NOT AVAILABLE
Pioneer Technology Center,Ponca City,OK,74601,Kay,NOT AVAILABLE
Compu-Med Vocational Careers Corp,Hialeah,FL,33012,Miami-Dade,NOT AVAILABLE
Professional Electrical School Inc,Manati,PR,674,ManatÃ­,NOT AVAILABLE
Georgia Military College-Columbus Campus,NOT AVAILABLE,GA,NOT AVAILABLE,Muscogee,NOT AVAILABLE
Portage Lakes Career Center,Uniontown,OH,44685,Summit,NOT AVAILABLE
American Commercial College-Wichita Falls,Wichita Falls,TX,76310,Wichita,NOT AVAILABLE
Oregon Coast Community College,Newport,OR,97366,Lincoln,NOT AVAILABLE
Le Cordon Bleu College of Culinary Arts-Pasadena,Pasadena,CA,91101,Los Angeles,Le Cordon Bleu College of Culinary Arts - Los Angeles
Cannella School of Hair Design-Chicago,Chicago,IL,60639,Cook,NOT AVAILABLE
Kaplan College-Panorama City,Panorama City,CA,91402,Los Angeles,NOT AVAILABLE
Gwinnett College-Sandy Springs,Sandy Springs,GA,30328,Fulton,Rising Spirit Institute of Natural Health
Florida Career College-Clearwater,Clearwater,FL,33759,Pinellas,NOT AVAILABLE
Central Mass School of Massage & Therapy Inc.,Spencer,MA,1562,Worcester,NOT AVAILABLE
Lincoln Technical Institute-Brockton,Brockton,MA,2301,Plymouth,NOT AVAILABLE
Caddo Kiowa Technology Center,Fort Cobb,OK,73038,Caddo,NOT AVAILABLE
Kaplan College-San Antonio-San Pedro,San Antonio,TX,78216,Bexar,NOT AVAILABLE
Merkaz Bnos-Business School,Brooklyn,NY,11214,Kings,NOT AVAILABLE
Oswego County BOCES,Mexico,NY,13114,Oswego,NOT AVAILABLE
ITT Technical Institute-Webster,Webster,TX,77598,Harris,NOT AVAILABLE
Le Cordon Bleu College of Culinary Arts-Austin,Austin,TX,78758,Travis,NOT AVAILABLE
Paris II Educational Center,Gladstone,MO,64118,Clay,NOT AVAILABLE
Palomar Institute of Cosmetology,San Marcos,CA,92078,San Diego,NOT AVAILABLE
Autry Technology Center,Enid,OK,73703,Garfield,NOT AVAILABLE
CET-Alexandria,Alexandria,VA,22312,Fairfax,NOT AVAILABLE
Greene County Vocational School District,Xenia,OH,45385,Greene,Greene County Career Center|Greene JVS|Greene County Joint Vocational School|Greene Career Center|Green County Career Center|Green JVS
Aviation Institute of Maintenance-Chesapeake,Chesapeake,VA,23320,Chesapeake,NOT AVAILABLE
Centura College-Richmond Main,Richmond,VA,23235,Chesterfield,NOT AVAILABLE
Canadian Valley Technology Center,El Reno,OK,73036,Canadian,NOT AVAILABLE
Technical Education Center-Osceola,Kissimmee,FL,34744,Osceola,NOT AVAILABLE
Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,PA,18705,Luzerne,NOT AVAILABLE
Miami Ad School-Miami Beach,Miami Beach,FL,33139,Miami-Dade,NOT AVAILABLE
American Beauty Institute,McAlester,OK,74501,Pittsburg,NOT AVAILABLE
Waynesville Career Center,Waynesville,MO,65583,Pulaski,Waynesville Technical Academy
Green Country Technology Center,Okmulgee,OK,74447,Okmulgee,NOT AVAILABLE
Nova College de Puerto Rico,Bayamon,PR,960,San Juan,NOT AVAILABLE
Connecticut Institute of Hair Design,Wolcott,CT,6716,New Haven,NOT AVAILABLE
Styles and Profiles Beauty College,Selmer,TN,38375,McNairy,NOT AVAILABLE
Capitol School of Hairstyling and Esthetics,Omaha,NE,68137,Douglas,NOT AVAILABLE
Platt College-Lawton,Lawton,OK,73501,Comanche,NOT AVAILABLE
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,49441,Muskegon,NOT AVAILABLE
Southeastern College-Greenacres,Greenacres,FL,33413,Palm Beach,NOT AVAILABLE
Ross Medical Education Center-Kentwood,Kentwood,MI,48508,Kent,NOT AVAILABLE
Ottawa University-Milwaukee,Brookfield,WI,53005,Waukesha,OU - Milwaukee |OU - Wisconsin
Cloyd's Barber School 2 Inc,Monroe,LA,71202,Ouachita,NOT AVAILABLE
The Illinois Institute of Art-Schaumburg,Schaumburg,IL,60173,Cook,NOT AVAILABLE
Universal Technical Institute of Illinois Inc,Glendale Heights,IL,60139,DuPage,"U.T.I. of Illinois, Inc. |Universal Technical Institute |UTI-IL |UTI-Glendale Heights"
InterCoast Colleges-Orange,Orange,CA,92868,Orange,NOT AVAILABLE
Stone Child College,Box Elder,MT,59521,Chouteau,SCC
Empire Beauty School-Arvada,Arvada,CO,80003,Jefferson,NOT AVAILABLE
New York Academy of Art,New York,NY,10013,New York,NOT AVAILABLE
Westwood College-Denver South,Denver,CO,80227,Denver,NOT AVAILABLE
Suffolk County Community College,Selden,NY,11784,Suffolk,NOT AVAILABLE
Las Positas College,Livermore,CA,94551,Alameda,NOT AVAILABLE
Ogeechee Technical College,Statesboro,GA,30458,Bulloch,NOT AVAILABLE
Linfield College-Nursing & Health Sciences,Portland,OR,97210,Multnomah,Linfield Nursing|Linfeld College Nursing|Lynfield Nursing|Lynnfield Nursing|Linfeild Nursing|Linfield College Nursing|Good Samaritan Nursing|Linfield School of Nursing|Linfeld School of Nursing|Lynfield School of Nursing|Lynnfield School of Nursing|Linfe
Remington College-Mobile Campus,Mobile,AL,36609,Mobile,NOT AVAILABLE
Everest College-Aurora,Aurora,CO,80012,Arapahoe,NOT AVAILABLE
Linfield College-Adult Degree Program,McMinnville,OR,97128,Yamhill,Linfield ADP|Linfield DCE|ADP|DCE|Linfield Adult Degree Program|Linfield Nursing|Linfeld Nursing|Lynfield Nursing|Lynnfield Nursing|Linfeild Nursing|Linfield College Nursing|Linfield School of Nursing|Linfeld School of Nursing|Lynfield School of Nursing|
Academy of Massage Therapy,Hackensack,NJ,7601,Bergen,NOT AVAILABLE
Southwest Florida College,Fort Myers,FL,33907,Lee,NOT AVAILABLE
Kaplan College-Denver,Thornton,CO,80229,Adams,NOT AVAILABLE
Star Career Academy-Syosset,Syosset,NY,11791,Nassau,NOT AVAILABLE
Mercy/St Luke's School of Radiologic Technology,Cedar Rapids,IA,52402,Linn,St. Luke's Methodist Hospital School of Radiologic Technology|Mercy/St. Lukes School of Radiology|Mercy/St. Luke's School of Radiology|St. Luke's Methodist Hospital School of Radiology
Midwest Technical Institute-Springfield,Springfield,IL,62707,Sangamon,NOT AVAILABLE
ITT Technical Institute-San Bernardino,San Bernardino,CA,92408,San Bernardino,NOT AVAILABLE
Oklahoma Health Academy-Tulsa,NOT AVAILABLE,OK,NOT AVAILABLE,Tulsa,NOT AVAILABLE
Oklahoma Health Academy-Moore,Moore,OK,73160,Cleveland,NOT AVAILABLE
Los Angeles ORT College-Van Nuys Campus,Van Nuys,CA,91411,Los Angeles,NOT AVAILABLE
Advanced Barber College and Hair Design,Weslaco,TX,78596,Hidalgo,NOT AVAILABLE
Texas School of Business-Southwest,Houston,TX,77057,Harris,NOT AVAILABLE
The College of Health Care Professions,Austin,TX,78752,Travis,NOT AVAILABLE
University of Phoenix-Puerto Rico Campus,Guaynabo,PR,968,BayamÃ³n,NOT AVAILABLE
The English Center,Oakland,CA,94607,Alameda,NOT AVAILABLE
ICDC College,Los Angeles,CA,90027,Los Angeles,NOT AVAILABLE
CRU Institute,Garden Grove,CA,92845,Orange,NOT AVAILABLE
Monteclaro Escuela de Hoteleria y Artes Culinarias,Rio Grande,PR,745,RÃ­o Grande,NOT AVAILABLE
Mt Diablo Adult Education,Concord,CA,94518,Contra Costa,NOT AVAILABLE
Modern Technology School,Fountain Valley,CA,92708,Orange,M.T. X-ray
New Community Workforce Development Center,Newark,NJ,7103,Essex,NOT AVAILABLE
Everest College-Anaheim,Anaheim,CA,92801,Orange,Bryman College-Anaheim
Dallas Nursing Institute,Dallas,TX,75243,Dallas,E & K Vocational Nursing Program
Thuy Princess Beauty College,Pomona,CA,91766,Los Angeles,NOT AVAILABLE
Professional Golfers Career College,Temecula,CA,92591,Riverside,PGCC
North-West College-Glendale,Glendale,CA,91203,Los Angeles,NOT AVAILABLE
Richmond School of Health and Technology,CHESTER,VA,23836,Henrico,NOT AVAILABLE
Milan Institute-San Antonio Ingram,San Antonio,TX,78238,Bexar,NOT AVAILABLE
Everest College-City of Industry,City of Industry,CA,91746,Los Angeles,NOT AVAILABLE
Westwood College-Anaheim,Anaheim,CA,92806,Orange,NOT AVAILABLE
Fremont College,Cerritos,CA,90703,Los Angeles,NOT AVAILABLE
Rudae's School of Beauty Culture-Ft Wayne,Fort Wayne,IN,46825,Allen,Rudae's Beauty College
University of Phoenix-San Diego Campus,San Diego,CA,92123,San Diego,NOT AVAILABLE
InterCoast Colleges-Burbank,Burbank,CA,91502,Los Angeles,NOT AVAILABLE
Universal College of Beauty Inc-Los Angeles 2,Los Angeles,CA,90008,Los Angeles,NOT AVAILABLE
Carrington College California-Antioch,Antioch,CA,94509,Contra Costa,Western Career College-Antioch/Walnut Creek
Xenon International Academy-Denver,Aurora,CO,80014,Arapahoe,NOT AVAILABLE
Carrington College California-San Jose,San Jose,CA,95119,Santa Clara,Western Career College-San Jose
Royale College of Beauty,Temecula,CA,92590,Riverside,NOT AVAILABLE
Academy of Cosmetology,Merritt Island,FL,32953,Brevard,NOT AVAILABLE
Lincoln Technical Institute-Cromwell,Cromwell,CT,6416,Middlesex,Lincoln Culinary Institute
Everest Institute-Fort Lauderdale,NOT AVAILABLE,FL,NOT AVAILABLE,Broward,NOT AVAILABLE
Stevens-Henager College-Murray,Murray,UT,84123,Salt Lake,NOT AVAILABLE
ITT Technical Institute-Lake Mary,Lake Mary,FL,32746,Seminole,NOT AVAILABLE
Brookline College-Tucson,Tucson,AZ,85711,Pima,NOT AVAILABLE
Sunstate Academy,Clearwater,FL,33765,Pinellas,NOT AVAILABLE
Everest Institute-Jonesboro,Jonesboro,GA,30236,Clayton,NOT AVAILABLE
Heritage Institute-Jacksonville,Jacksonville,FL,32216,Duval,NOT AVAILABLE
Carrington College California-Pleasant Hill,Pleasant Hill,CA,94523,Contra Costa,Western Career College-Pleasant Hill
Fortis College,Smyrna,GA,30080,Cobb,NOT AVAILABLE
Westech College,Ontario,CA,91764,San Bernardino,NOT AVAILABLE
Ridley-Lowell School of Business,Poughkeepsie,NY,12601,Dutchess,Ridley-Lowell Business and Technical Institute
Remington College-Honolulu Campus,Honolulu,HI,96813,Honolulu,NOT AVAILABLE
Brown Mackie College-Quad Cities,Bettendorf,IA,52722,Rock Island,NOT AVAILABLE
Florida College of Natural Health-Maitland,Maitland,FL,32751,Orange,NOT AVAILABLE
Florida College of Natural Health-Brandenton,Bradenton,FL,34208,Manatee,NOT AVAILABLE
Pivot Point Academy,Bloomingdale,IL,60108,DuPage,NOT AVAILABLE
Modern Hairstyling Institute,Carolina,PR,980,Carolina,NOT AVAILABLE
Xenon International Academy-Kansas City,Olathe,KS,66061,Johnson,Xenon Int'l Academy |Xenon Academy |Xenon International
University of Phoenix-Southern Colorado Campus,Colorado Springs,CO,80919,El Paso,NOT AVAILABLE
Jonesville Beauty School,Vidalia,LA,71373,Concordia,NOT AVAILABLE
University of Phoenix-West Michigan Campus,Walker,MI,49544,Kent,NOT AVAILABLE
Rob Roy Academy-Worcester,Worcester,MA,1609,Worcester,NOT AVAILABLE
Stratford University,Fairfax,VA,22030,Fairfax,NOT AVAILABLE
All State Career-Baltimore,Baltimore,MD,21224,Baltimore,NOT AVAILABLE
Universal Technical Institute of California Inc,Rancho Cucamonga,CA,91730,San Bernardino,Universal Technical Institute |UTI-Rancho
Everest Institute-Kalamazoo,Kalamazoo,MI,49009,Kalamazoo,olympia career training institute; G.R.E.C.
Greater Lowell Technical School,Tyngsboro,MA,1879,Middlesex,NOT AVAILABLE
American InterContinental University-Atlanta,Atlanta,GA,30328,Fulton,AIU Atlanta
Adler Graduate School,Richfield,MN,55423,Hennepin,NOT AVAILABLE
American InterContinental University-South Florida,Weston,FL,33326,Broward,NOT AVAILABLE
Genesis Career College-Lebanon Campus,Lebanon,TN,37087,Wilson,NOT AVAILABLE
Lebanon Technology and Career Center,Lebanon,MO,65536,Laclede,NOT AVAILABLE
University of Phoenix-Philadelphia Campus,Wayne,PA,19087,Montgomery,NOT AVAILABLE
Final Touch Beauty School,Meridian,MS,39307,Lauderdale,NOT AVAILABLE
University of Phoenix-Pittsburgh Campus,Pittsburgh,PA,15276,Allegheny,NOT AVAILABLE
Academy of Hair Design Three,Jackson,MS,39204,Hinds,NOT AVAILABLE
Kaplan College-Dallas,Dallas,TX,75234,Dallas,NOT AVAILABLE
Everest Institute-Decatur,Decatur,GA,30035,DeKalb,NOT AVAILABLE
Mitchells Hairstyling Academy-Goldsboro,Goldsboro,NC,27534,Wayne,NOT AVAILABLE
Lincoln Technical Institute-Moorestown,Moorestown,NJ,8057,Burlington,NOT AVAILABLE
Everest College-Chesapeake,Chesapeake,VA,23320,Chesapeake,NOT AVAILABLE
Southwest Collegiate Institute for the Deaf,Big Spring,TX,79720,Howard,SWCID |Howard College - SWCID
Everest Institute-Greenspoint,Houston,TX,77060,Harris,NOT AVAILABLE
Kaplan College-Las Vegas,Las Vegas,NV,89102,Clark,NOT AVAILABLE
Rancho Santiago Community College District Office,Santa Ana,CA,92706,Orange,RSCCD
Fortis College-Richmond,Richmond,VA,23230,Henrico,"Virginia School of Technology, Virginia Career Institute"
Beauty School of Middletown,Middletown,NY,10940,Orange,NOT AVAILABLE
The Academy of Hair Design Six,Hattiesburg,MS,39401,Forrest,NOT AVAILABLE
Bryant & Stratton College-Southtowns,Orchard Park,NY,14127,Erie,NOT AVAILABLE
National Tractor Trailer School Inc-Buffalo,Buffalo,NY,14210,Erie,N.T.T.S.
Cleveland Institute of Dental-Medical Assistants-Lyndhurst,Lyndhurst,OH,44124,Cuyahoga,NOT AVAILABLE
Knox County Career Center,Mount Vernon,OH,43050,Knox,NOT AVAILABLE
Hacienda La Puente Adult Education,La Puente,CA,91746,Los Angeles,NOT AVAILABLE
Madison Adult Career Center,Mansfield,OH,44905,Richland,NOT AVAILABLE
Remington College-Cleveland Campus,Cleveland,OH,44125,Cuyahoga,NOT AVAILABLE
Brown Mackie College-Findlay,Findlay,OH,45840,Hancock,NOT AVAILABLE
La Belle Beauty Academy,Miami,FL,33144,Miami-Dade,NOT AVAILABLE
Toledo Academy of Beauty Culture-East,OREGON,OH,43616,Lucas,NOT AVAILABLE
Advanced Technical Centers,Miami,FL,33166,Miami-Dade,NOT AVAILABLE
CC's Cosmetology College,Tulsa,OK,74129,Tulsa,NOT AVAILABLE
Regency Beauty Institute-Winston-Salem,Winston Salem,NC,27103,Forsyth,NOT AVAILABLE
Chisholm Trail Technology Center,Omega,OK,73764,Kingfisher,NOT AVAILABLE
Gordon Cooper Technology Center,Shawnee,OK,74804,Pottawatomie,Gordon Cooper Area Vocational-Technical School District #5
Kiamichi Technology Center-Atoka,Atoka,OK,74525,Atoka,KTC Atoka
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,NJ,7060,Somerset,NOT AVAILABLE
Long Island Beauty School-Hauppauge,Hauppauge,NY,11788,Suffolk,NOT AVAILABLE
Sandusky Career Center,Sandusky,OH,44870,Erie,NOT AVAILABLE
South Orange County Community College District,Mission Viejo,CA,92692,Orange,SOCCCD
DeVry College of New York,New York,NY,10016,Queens,DeVry College of New York-Midtown Manhattan |DeVry College of New York-Manhattan |DeVry College of New York-Queens
DeVry University-Indiana,Indianapolis,IN,46240,Marion,DeVry University-Indianapolis |DeVry University-Merrillville
Central Texas Beauty College-Temple,Temple,TX,76504,Bell,NOT AVAILABLE
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,NY,14006,Erie,NOT AVAILABLE
University of Phoenix-Western Washington Campus,Tukwila,WA,98188,King,NOT AVAILABLE
Universal Therapeutic Massage Institute,Albuquerque,NM,87107,Bernalillo,UTMI
University of Phoenix-Central Florida Campus,Maitland,FL,32751,Orange,NOT AVAILABLE
Upper Valley Educators Institute,Lebanon,NH,3766,Grafton,"UVEI, UVTI"
Empire Beauty School-Brooklyn,Brooklyn,NY,11214,Kings,NOT AVAILABLE
University of Phoenix-Oregon Campus,Tigard,OR,97223,Washington,NOT AVAILABLE
Keck Graduate Institute,Claremont,CA,91711,Los Angeles,KGI | Keck Graduate Institute of Applied Life Sciences
Aviation Institute of Maintenance-Atlanta,Duluth,GA,30096,Gwinnett,NOT AVAILABLE
CET-El Paso,El Paso,TX,79907,El Paso,NOT AVAILABLE
National Beauty College,Garland,TX,75043,Dallas,NOT AVAILABLE
Kaplan College-Riverside,Riverside,CA,92507,Riverside,NOT AVAILABLE
Houston Training School-Gulfgate,Houston,TX,77087,Harris,NOT AVAILABLE
Star Career Academy-Philadelphia,Philadelphia,PA,19114,Philadelphia,NOT AVAILABLE
Star Career Academy-Egg Harbor,Egg Harbor Township,NJ,8234,Atlantic,NOT AVAILABLE
Appalachian School of Law,Grundy,VA,24614,Buchanan,NOT AVAILABLE
Eastern New Mexico University-Ruidoso Campus,Ruidoso,NM,88345,Lincoln,ENMU - Ruidoso Branch Community College
Empire Beauty School-Kennesaw,Kennesaw,GA,30144,Cobb,NOT AVAILABLE
Long Island University-Westchester Campus,Purchase,NY,10577,Westchester,NOT AVAILABLE
Kaplan College-Stockton,Stockton,CA,95207,San Joaquin,NOT AVAILABLE
Anthem Career College-Nashville,Nashville,TN,37211,Davidson,NOT AVAILABLE
Platt College-Ontario,Ontario,CA,91764,San Bernardino,NOT AVAILABLE
The Bryman School of Arizona,Phoenix,AZ,85029,Maricopa,NOT AVAILABLE
Anthem College-Irving,Irving,TX,75038,Dallas,NOT AVAILABLE
American University of Health Sciences,Signal Hill,CA,90755,Los Angeles,AUHS
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,94704,Alameda,AIMC Berkeley
Antioch University-System Administration,Yellow Springs,OH,45387,Greene,NOT AVAILABLE
Career Networks Institute,Orange,CA,92868,Orange,NOT AVAILABLE
Estrella Mountain Community College,Avondale,AZ,85323,Maricopa,NOT AVAILABLE
Westwood College-River Oaks,Calumet City,IL,60409,Cook,NOT AVAILABLE
