Colleges_and_Universities
NAME,CITY,STATE,ZIP,COUNTY,ALIAS
Lamson College,Tempe,AZ,85284,Maricopa,NOT AVAILABLE
DeVry University-Minnesota,Edina,MN,55435,Hennepin,DeVry University-Edina
Cuttin' Up Beauty Academy,Denver,CO,80220,Denver,NOT AVAILABLE
Kaplan Career Institute-Detroit,Detroit,MI,48202,Wayne,NOT AVAILABLE
Kaplan University-Council Bluffs Campus,Council Bluffs,IA,51503,Pottawattamie,NOT AVAILABLE
Lincoln Technical Institute-Suffield,Suffield,CT,6078,Hartford,NOT AVAILABLE
Remington College-Cleveland West Campus,North Olmsted,OH,44070,Cuyahoga,NOT AVAILABLE
Kaplan College-Phoenix,Phoenix,AZ,85029,Maricopa,NOT AVAILABLE
Aviator College of Aeronautical Science and Technology,Fort Pierce,FL,34946,St. Lucie,NOT AVAILABLE
ITT Technical Institute-Tempe,Tempe,AZ,85282,Maricopa,NOT AVAILABLE
Everest University-Orange Park,Orange Park,FL,32073,Clay,Florida Metropolitan University-Orange Park
International Academy of Design and Technology-Henderson,Henderson,NV,89074,Clark,NOT AVAILABLE
Daymar College-Madisonville,Madisonville,KY,42431,McCracken,NOT AVAILABLE
Northcentral University,Prescott Valley,AZ,86314,Yavapai,NOT AVAILABLE
Universal Technical Institute-Motorcycle Mechanics Institute Division,Phoenix,AZ,85027,Maricopa,"Universal Technical Institute of Phoenix, Inc. |Universal Technical Institute  |MMI-Phoenix |MMI-AZ"
Everest Institute-Bissonnet,Houston,TX,77036,Harris,NOT AVAILABLE
International Academy of Design and Technology-Seattle,Tukwila,WA,98188,King,NOT AVAILABLE
Brittany Beauty School,Bronx,NY,10458,Bronx,NOT AVAILABLE
Total International Career Institute,Hialeah,FL,33012,Miami-Dade,TICI
Baker College of Allen Park,Allen Park,MI,48101,Wayne,NOT AVAILABLE
Dine College,Tsaile,AZ,86556,Apache,NOT AVAILABLE
Everest College-McLean,Vienna,VA,22182,Fairfax,NOT AVAILABLE
International Academy of Design and Technology-Nashville,Nashville,TN,37214,Davidson,NOT AVAILABLE
Trendsetters School of Beauty & Barbering,Jacksonville,FL,32205,Duval,NOT AVAILABLE
Lincoln Technical Institute-Whitestone,Whitestone,NY,11357,Queens,NOT AVAILABLE
Northern Arizona University,Flagstaff,AZ,86011,Coconino,NAU
Colegio Tecnico de Electricidad Galloza,Aguada,PR,602,Aguada,NOT AVAILABLE
Le Cordon Bleu College of Culinary Arts-Miami,Miramar,FL,33025,Broward,LCB Miami
American Career Institute-Wheaton,Wheaton,MD,20902,Montgomery,NOT AVAILABLE
Huntsville Bible College,Huntsville,AL,35811,Madison,NOT AVAILABLE
CDA Technical Institute,Jacksonville,FL,32208,Duval,NOT AVAILABLE
Bayamon Community College,Bayamon,PR,959,BayamÃ³n,BCC
Le Cordon Bleu College of Culinary Arts-Minneapolis,Mendota Heights,MN,55120,Dakota,LCB Minneapolis/St. Paul
Empire Beauty School-St Paul,Saint Paul,MN,55119,Ramsey,NOT AVAILABLE
Ottawa University-Phoenix,Phoenix,AZ,85021,Maricopa,OU - Phoenix |OU - Arizona |OUAZ
Beaumont Adult School,Beaumont,CA,92223,Riverside,NOT AVAILABLE
American Institute of Beauty,Largo,FL,33771,Pinellas,NOT AVAILABLE
Arthur's Beauty School Inc-Pine Bluff,Pine Bluff,AR,71601,Jefferson,NOT AVAILABLE
Cortiva Institute-Scottsdale,Scottsdale,AZ,85257,Maricopa,NOT AVAILABLE
Harris School of Business-Dover Campus,Dover,DE,19901,Kent,NOT AVAILABLE
Anthem College-Portland,Beaverton,OR,97005,Washington,NOT AVAILABLE
North Florida Cosmetology Institute Inc,Tallahassee,FL,32312,Leon,NFCI
Make-up Designory,Burbank,CA,91502,Los Angeles,NOT AVAILABLE
LeGrand Institute of Cosmetology Inc,Camden,SC,29020,Kershaw,NOT AVAILABLE
Career Technical College-Shreveport,Shreveport,LA,71105,Caddo,NOT AVAILABLE
Arthur's Beauty School Inc-Conway,Conway,AR,72032,Faulkner,NOT AVAILABLE
University of Phoenix-Phoenix Campus,Tempe,AZ,85282,Maricopa,NOT AVAILABLE
Vatterott College-St Charles,St Charles,MO,63301,St. Charles,NOT AVAILABLE
Pima Community College,Tucson,AZ,85709,Pima,Pima County Community College District
ITT Technical Institute-Kansas City,Kansas City,MO,64133,Jackson,NOT AVAILABLE
Jenny Lea Academy of Cosmetology and Aesthetics,Johnson City,TN,37601,Washington,Jenny Lea |JLA
Anthem Institute-North Brunswick,North Brunswick,NJ,8902,Middlesex,NOT AVAILABLE
Pima Medical Institute-Tucson,Tucson,AZ,85716,Pima,NOT AVAILABLE
Video Symphony EnterTraining Inc,Burbank,CA,91502,Los Angeles,Video Symphony
Florida Academy of Health & Beauty,Wilton Manor,FL,33311,Broward,NOT AVAILABLE
ITT Technical Institute-Cary,Cary,NC,27518,Wake,NOT AVAILABLE
ITT Technical Institute√Madison,Madison,AL,35758,Madison,NOT AVAILABLE
Gnomon School of Visual Effects,Hollywood,CA,90038,Los Angeles,NOT AVAILABLE
Augusta School of Massage,Evans,GA,30809,Columbia,NOT AVAILABLE
ITT Technical Institute-Kennesaw,Kennesaw,GA,30144,Cobb,NOT AVAILABLE
Coachella Valley Beauty College,La Quinta,CA,92253,Riverside,NOT AVAILABLE
ATA College,Louisville,KY,40223,Jefferson,NOT AVAILABLE
ITT Technical Institute√Clive,Clive,IA,50325,Polk,NOT AVAILABLE
Anthem Career College-Memphis,Memphis,TN,38134,Shelby,NOT AVAILABLE
Pima Medical Institute-Albuquerque,Albuquerque,NM,87110,Bernalillo,NOT AVAILABLE
ITT Technical Institute-Owings Mills,Owings Mills,MD,21117,Baltimore,NOT AVAILABLE
ITT Technical Institute-Columbus,Columbus,OH,43232,Franklin,NOT AVAILABLE
The Academy of Barbering Arts,Van Nuys,CA,91402,Los Angeles,NOT AVAILABLE
SUM Bible College and Theological Seminary,Oakland,CA,94603,Alameda,NOT AVAILABLE
Career College of California,Santa Ana,CA,92701,Orange,NOT AVAILABLE
Compass Career College,Hammond,LA,70403,Tangipahoa,NOT AVAILABLE
ITT Technical Institute√Phoenix,Phoenix,AZ,85021,Maricopa,NOT AVAILABLE
Anthem College-Kansas City,Kansas City,MO,64114,Jackson,NOT AVAILABLE
Refrigeration School Inc,Phoenix,AZ,85034,Maricopa,"The Refrigeration School, RSI"
ITT Technical Institute-Warrensville Heights,Warrensville Heights,OH,44128,Cuyahoga,NOT AVAILABLE
Union Graduate College,Schenectady,NY,12308,Schenectady,NOT AVAILABLE
Valley College of Medical Careers,West Hills,CA,91304,Los Angeles,NOT AVAILABLE
Roberto-Venn School of Luthiery,Phoenix,AZ,85007,Maricopa,NOT AVAILABLE
ITT Technical Institute√Madison,Madison,WI,53713,Dane,NOT AVAILABLE
Hair Expressions Academy,Rockville,MD,20852,Montgomery,NOT AVAILABLE
Academy Di Capelli-School of Cosmetology,Wallingford,CT,6492,New Haven,Academy Di Capelli
Colorado State University-System Office,Denver,CO,80202,Larimer,NOT AVAILABLE
Hair Academy of Safford,Safford,AZ,85546,Graham,NOT AVAILABLE
Nuvo College of Cosmetology,Norton Shores,MI,49441,Muskegon,NOT AVAILABLE
ITT Technical Institute√High Point,High Point,NC,27265,Guilford,NOT AVAILABLE
Delaware Learning Institute of Cosmetology,Dagsboro,DE,19939,Sussex,NOT AVAILABLE
The Hair Academy,Bismarck,ND,58501,Burleigh,NOT AVAILABLE
WellSpring School of Allied Health,Kansas City,MO,64114,Jackson,WellSpring
Dragon Rises College of Oriental Medicine,Gainesville,FL,32601,Alachua,Dragon Rises College
Chambersburg Beauty School,Chambersburg,PA,17201,Franklin,NOT AVAILABLE
Hair Academy 110,Kirksville,MO,63501,Adair,NOT AVAILABLE
The Art Institutes International√Kansas City,Lenexa,KS,66214,Johnson,NOT AVAILABLE
Scottsdale Community College,Scottsdale,AZ,85256,Maricopa,NOT AVAILABLE
Le Cordon Bleu College of Culinary Arts-Sacramento,Sacramento,CA,95834,Sacramento,LCB Sacramento
Palm Beach Academy of Health & Beauty,Lake Park,FL,33403,Palm Beach,NOT AVAILABLE
Healing Touch Career College,Hattiesburg,MS,39402,Lamar,NOT AVAILABLE
The Salon Professional Academy,Fargo,ND,58103,Cass,NOT AVAILABLE
SABER College,Miami,FL,33134,Miami-Dade,NOT AVAILABLE
Le Cordon Bleu College of Culinary Arts-Seattle,Tukwila,WA,98188,King,LCB Seattle
Taylor College,Belleview,FL,34420,Marion,NOT AVAILABLE
Le Cordon Bleu College of Culinary Arts-Cambridge,Cambridge,MA,2142,Middlesex,NOT AVAILABLE
Massage Therapy Trainining Institute,Las Cruces,NM,88007,DoÃ±a Ana,MTTI
Institute of Professional Careers,Las Vegas,NV,89119,Clark,NOT AVAILABLE
Le Cordon Bleu College of Culinary Arts-Dallas,Dallas,TX,75234,Dallas,NOT AVAILABLE
Pensacola School of Massage Therapy & Health Careers,Pensacola,FL,32504,Escambia,NOT AVAILABLE
Elite Academy of Beauty Arts,Brooklyn,NY,11223,Kings,Beauty Salon School
Ross Medical Education Center-New Baltimore,New Baltimore,MI,48047,Macomb,NOT AVAILABLE
Savannah School of Massage Therapy Training,Savannah,GA,31406,Chatham,NOT AVAILABLE
Ross College-Sylvania,Sylvania,OH,43560,Lucas,NOT AVAILABLE
Aveda Institute-New York,New York,NY,10013,New York,NOT AVAILABLE
Hawaii College of Oriental Medicine,Hilo,HI,96720,Hawaii,"HICOM, Traditional Chinese Medicine College of Hawaii"
Brookline College-Oklahoma City,Oklahoma City,OK,73114,Oklahoma,NOT AVAILABLE
Argosy University-Salt Lake City,Draper,UT,84020,Salt Lake,NOT AVAILABLE
Ideal Beauty Academy,Jeffersonville,IN,47130,Clark,NOT AVAILABLE
Northwest Regional Technology Institute,Erie,PA,16508,Erie,NOT AVAILABLE
Success Schools LLC,Merrillville,IN,46410,Lake,NOT AVAILABLE
Escuela De Troqueleria Y Herramentaje,Bayamon,PR,959,BayamÃ³n,NOT AVAILABLE
Louisiana Culinary Institute,Baton Rouge,LA,70816,East Baton Rouge,NOT AVAILABLE
National Massage Therapy Institute,Philadelphia,PA,19116,Philadelphia,NOT AVAILABLE
Virginia College-Montgomery,Montgomery,AL,36117,Montgomery,NOT AVAILABLE
Bais Medrash Toras Chesed,Lakewood,NJ,8701,Ocean,NOT AVAILABLE
MyrAngel Beauty Institute,San Lorenzo,PR,754,San Lorenzo,NOT AVAILABLE
Fortis Institute-Nashville,Nashville,TN,37211,Davidson,MedVance Institute - Nashville
Center for Natural Wellness School of Massage Therapy,Albany,NY,12205,Albany,NOT AVAILABLE
Institute of Hair Design,Adamsville,TN,38310,McNairy,NOT AVAILABLE
John Hancock University,Oakbrook Terrace,IL,60181,Cook,NOT AVAILABLE
Ace Computer Training Center,Forest Hills,NY,11375,Queens,NOT AVAILABLE
Tennessee Career Institute,Columbia,TN,38401,Maury,NOT AVAILABLE
New Age Training,New York,NY,10001,New York,NOT AVAILABLE
Texas Health School,Houston,TX,77079,Harris,NOT AVAILABLE
Beckfield College-Tri-County,Springdale,OH,45246,Hamilton,NOT AVAILABLE
DiGrigoli School of Cosmetology,West Springfield,MA,1089,Hampden,NOT AVAILABLE
Dayton School of Medical Massage,Dayton,OH,45429,Montgomery,NOT AVAILABLE
Mai-trix Beauty College,Houston,TX,77040,Harris,NOT AVAILABLE
Community Technology Learning Center of Portage,Ravenna,OH,44266,Portage,Community Action Council of Portage County
Millennium Training Institute,Woburn,MA,1801,Middlesex,NOT AVAILABLE
Dental Assistant Pro LLC-Columbus,Columbus,OH,43231,Franklin,NOT AVAILABLE
North West Beauty School,Houston,TX,77091,Harris,Northwest Beauty School
American Institute of Medical Technology,Tulsa,OK,74146,Tulsa,NOT AVAILABLE
Gallery College of Beauty,Clinton Township,MI,48036,Macomb,NOT AVAILABLE
Lakewood School of Therapeutic Massage,Port Huron,MI,48060,St. Clair,NOT AVAILABLE
Dental Assistant Pro LLC-Lebanon,Lebanon,OH,45036,Warren,NOT AVAILABLE
Maximum Style Tec School of Cosmetology,Logan,UT,84321,Cache,NOT AVAILABLE
The Salon Spa Academy,Battle Creek,MI,49015,Calhoun,NOT AVAILABLE
Carib Technological Institute,Bayamon,PR,960,BayamÃ³n,NOT AVAILABLE
Trend Setters School of Cosmetology,Cape Girardeau,MO,63703,Cape Girardeau,NOT AVAILABLE
ASPIRA Inc of Puerto Rico,Carolina,PR,987,San Juan,NOT AVAILABLE
Iverson Institute,Chamblee,GA,30341,DeKalb,Iverson Business School
Careers Unlimited,Orem,UT,84058,Utah,Utah College of Dental Hygiene
Pemiscot County Special School District,Hayti,MO,63851,Pemiscot,NOT AVAILABLE
Academy of Hair Design,Springfield,MO,65804,Greene,NOT AVAILABLE
Mountainland Applied Technology College,Lehi,UT,84043,Utah,NOT AVAILABLE
Visible Music College,Memphis,TN,38103,Shelby,NOT AVAILABLE
Corinth Academy of Cosmetology,Corinth,MS,38834,Alcorn,NOT AVAILABLE
Galen College of Nursing-Cincinnati,Cincinnati,OH,45241,Hamilton,NOT AVAILABLE
Southeastern Institute-Charlotte,Charlotte,NC,28217,Mecklenburg,NOT AVAILABLE
Harmony Path School of Massage Therapy,Rocky River,OH,44116,Cuyahoga,NOT AVAILABLE
Gentle Healing School of Massage,Cranbury,NJ,8512,Middlesex,NOT AVAILABLE
Avi Career Training,Great Falls,VA,22066,Fairfax,NOT AVAILABLE
CCI Training Center,Arlington,TX,76011,Tarrant,NOT AVAILABLE
Yeshivas Be'er Yitzchok,Elizabeth,NJ,7208,Union,NOT AVAILABLE
Pinnacle Career Institute√North Kansas City,Kansas City,MO,64153,Platte,NOT AVAILABLE
Yakima Beauty School Beautyworks,Yakima,WA,98901,Yakima,"Yakima Beauty School; BeautyWorks |Yakima Beauty School, INC."
Champion Beauty College,Houston,TX,77068,Harris,NOT AVAILABLE
Yeshiva Toras Chaim,Lakewood,NJ,8701,Ocean,NOT AVAILABLE
Talmudical Seminary of Bobov,Brooklyn,NY,11219,Kings,NOT AVAILABLE
International Culinary Arts and Sciences Institute,Chesterland,OH,44026,Geauga,"ICASI, Loretta Paganini School of Cooking dba Internatinal Culinary Arts and Sciences Institute"
Mountain State School of Massage,Charleston,WV,25304,Kanawha,NOT AVAILABLE
Southeast Texas Career Institute,Silsbee,TX,77656,Hardin,NOT AVAILABLE
New York Methodist Hospital Center for Allied Health Education,Brooklyn,NY,11229,Kings,NOT AVAILABLE
Institute of Allied Medical Professions-New York,New York,NY,10122,Queens,NOT AVAILABLE
Southwest Applied Technology Center,Cedar City,UT,84720,Iron,SWATC
National College-Dayton,Kettering,OH,45420,Montgomery,NOT AVAILABLE
Doane College-Lincoln Grand Island and Master,Lincoln,NE,68504,Lancaster,NOT AVAILABLE
Hudson Valley School of Massage Therapy,West Park,NY,12493,Ulster,NOT AVAILABLE
Shorter University-College of Adult & Professional Programs,Atlanta,GA,30339,Fulton,Shorter-CAPP
National College-Youngstown,Youngstown,OH,44505,Trumbull,NOT AVAILABLE
ImageWorks Academy of Hair Design,Spanish Fork,UT,84660,Utah,NOT AVAILABLE
Micropower Career Institute,New York,NY,10001,New York,NOT AVAILABLE
Monroe 2-Orleans BOCES Center for Workforce Development,Rochester,NY,14624,Monroe,BOCES 2 CWD
Arkansas State University-System Office,Jonesboro,AR,72401,Craighead,Arkansas State University-System
National College-Cincinnati,Cincinnati,OH,45237,Hamilton,NOT AVAILABLE
Academy of Cosmetology,Janesville,WI,53548,Rock,NOT AVAILABLE
Aveda Fredric's Institute,West Chester,OH,45069,Hamilton,NOT AVAILABLE
MyComputerCareer.Com-TechSkills,Columbus,OH,43231,Franklin,NOT AVAILABLE
Milwaukee Career College,Milwaukee,WI,53222,Milwaukee,NOT AVAILABLE
The Art Institute of Indianapolis,Indianapolis,IN,46268,Marion,NOT AVAILABLE
National College-Stow,Stow,OH,44224,Summit,NOT AVAILABLE
NewLife Academy of Information Technology,East Liverpool,OH,43920,Columbiana,NewBold Technical Institute and NewLife Technical Institute
CDE Careeer Institute,Tannersville,PA,18372,Luzerne,NOT AVAILABLE
Harris School of Business-Hamilton Campus,Hamilton,NJ,8619,Mercer,NOT AVAILABLE
University of the West,Rosemead,CA,91770,Los Angeles,UWest
San Joaquin Valley College-Central Administrative Office,Visalia,CA,93277,Tulare,NOT AVAILABLE
Instituto Educativo Premier,Ponce,PR,730,Ponce,Premier
Charleston School of Law,Charleston,SC,29403,Charleston,NOT AVAILABLE
Milan Institute of Cosmetology-San Antonio Military,San Antonio,TX,78221,Bexar,NOT AVAILABLE
Empire Beauty School-Eden Prairie,Eden Prairie,MN,55344,Hennepin,NOT AVAILABLE
MedTech College,Indianapolis,IN,46250,Marion,NOT AVAILABLE
Elite College of Cosmetology,Lexington,TN,38351,Henderson,NOT AVAILABLE
Ohio Center for Broadcasting-Columbus,Columbus,OH,43213,Franklin,NOT AVAILABLE
Appalachian College of Pharmacy,Oakwood,VA,24631,Buchanan,NOT AVAILABLE
Memphis Institute of Barbering,Memphis,TN,38107,Shelby,The Barber School
Broken Arrow Beauty College-Tulsa,Tulsa,OK,74133,Tulsa,Cosmetology Education Center
Manuel and Theresa's School of Hair Design,Bryan,TX,77803,Brazos,NOT AVAILABLE
Reflexology Certification Institute,Avon,OH,44011,Lorain,NOT AVAILABLE
Southwest University at El Paso,El Paso,TX,79925,El Paso,NOT AVAILABLE
TechSkills-Charlotte,Charlotte,NC,28217,Mecklenburg,NOT AVAILABLE
Toledo Restaurant Training Center,Toledo,OH,43606,Lucas,NOT AVAILABLE
Aveda Institute-Provo,Provo,UT,84604,Utah,Dallas Roberts Academy
Dade Medical College-Miami Lakes,Miami Lakes,FL,33014,Miami-Dade,NOT AVAILABLE
Dixie Applied Technology College,Saint George,UT,84770,Washington,DXATC
The King╞s College,New York,NY,10004,New York,NOT AVAILABLE
Centura College-Alexandria,Alexandria,VA,22312,Fairfax,NOT AVAILABLE
DeVry University-Kentucky,Louisville,KY,40223,Jefferson,DeVry University-Louisville
Southeast Culinary & Hospitality College,Bristol,VA,24201,Bristol,NOT AVAILABLE
Dominion School of Hair Design,Gloucester Point,VA,23062,Gloucester,NOT AVAILABLE
Chamberlain College of Nursing√Administrative Office,Downers Grove,IL,60515,DuPage,NOT AVAILABLE
Victoria's Academy of Cosmetology,Kennewick,WA,99336,Benton,NOT AVAILABLE
Inland Massage Institute,Spokane,WA,99218,Spokane,NOT AVAILABLE
Sunnyside Beauty Academy,Sunnyside,WA,98944,Yakima,NOT AVAILABLE
Wisconsin Academy,Peshtigo,WI,54157,Marinette,NOT AVAILABLE
The Art Institute of Pittsburgh-Online Division,Pittsburgh,PA,15222,Allegheny,NOT AVAILABLE
Brown Mackie College-Indianapolis,Indianapolis,IN,46204,Marion,NOT AVAILABLE
College America-Cheyenne,Cheyenne,WY,82009,Laramie,NOT AVAILABLE
Paul Mitchell the School-San Antonio,San Antonio,TX,78229,Bexar,NOT AVAILABLE
Centro de Estudios Multidisciplinarios-Bayamon,Bayam?n,PR,961,BayamÃ³n,NOT AVAILABLE
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,53226,Milwaukee,NOT AVAILABLE
North-West College-Pomona,Pomona,CA,91768,Los Angeles,NOT AVAILABLE
Minnesota School of Business-Blaine,Blaine,MN,55449,Anoka,NOT AVAILABLE
Western Beauty Institute,Panorama City,CA,91402,Los Angeles,San Fernando Beauty Academy
Contra Costa College,San Pablo,CA,94806,Contra Costa,CCC
North-West College-West Covina,West Covina,CA,91790,Los Angeles,NOT AVAILABLE
The Art Institute of Michigan,Novi,MI,48377,Oakland,NOT AVAILABLE
Lacy Cosmetology School-Lexington,Lexington,SC,29073,Lexington,NOT AVAILABLE
Cuesta College,San Luis Obispo,CA,93403,San Luis Obispo,NOT AVAILABLE
North-West College-Pasadena,Pasadena,CA,91101,Los Angeles,NOT AVAILABLE
Cypress College,Cypress,CA,90630,Orange,NOT AVAILABLE
Lacy Cosmetology School-Goose Creek,Goose Creek,SC,29445,Berkeley,NOT AVAILABLE
Northwestern Polytechnic University,Fremont,CA,94539,Alameda,NOT AVAILABLE
Marinello Schools of Beauty-Hemet,Hemet,CA,92545,Riverside,NOT AVAILABLE
The Art Institute of Austin,Austin,TX,78728,Travis,NOT AVAILABLE
Notre Dame de Namur University,Belmont,CA,94002,San Mateo,NDNU
The Art Institute of California-Argosy University Sunnyvale,Sunnyvale,CA,94086,Santa Clara,NOT AVAILABLE
International School of Beauty Inc,Palm Desert,CA,92260,Riverside,International School of Beauty
Remington College-Houston Southeast Campus,Webster,TX,77598,Harris,NOT AVAILABLE
Oceanside College of Beauty,Oceanside,CA,92054,San Diego,NOT AVAILABLE
Dell'Arte International School of Physical Theatre,Blue Lake,CA,95525,Humboldt,NOT AVAILABLE
Remington College-Shreveport Campus,Shreveport,LA,71118,Caddo,NOT AVAILABLE
College of the Desert,Palm Desert,CA,92260,Riverside,Desert Community College District
Orange Coast College,Costa Mesa,CA,92626,Orange,NOT AVAILABLE
Otis College of Art and Design,Los Angeles,CA,90045,Los Angeles,"Otis Art Institute, Otis Parsons, Otis/Parsons"
DeVry University-California,Pomona,CA,91768,Los Angeles,DeVry University-Alhambra |DeVry University-Anaheim |DeVry University-Bakersfield |DeVry University-Colton |DeVry University-Daly City |DeVry University-Fremont |DeVry University-Fresno |DeVry University-Long Beach |DeVry University-Oakland |DeVry Univer
